condition,date,hour,humidity,pressure,temperature
Partly Cloudy,2287,10,68,29.92,73.9
Partly Cloudy,2287,11,62,29.90,77.0
Clear,2287,12,60,29.90,79.0
Clear,2287,13,62,29.90,78.1
Partly Cloudy,2287,14,60,29.88,79.0
Partly Cloudy,2287,15,60,29.87,78.1
Partly Cloudy,2287,16,62,29.85,77.0
Partly Cloudy,2287,17,62,29.84,77.0
Partly Cloudy,2287,18,60,29.83,77.0
Partly Cloudy,2287,19,68,29.83,73.9
Partly Cloudy,2287,20,73,29.84,71.1
Partly Cloudy,2287,21,81,29.85,69.1
Scattered Clouds,2287,22,84,29.87,68.0
Scattered Clouds,2287,23,84,29.88,68.0
Clear,2287,24,81,29.87,68.0
Overcast,2288,1,81,29.86,68.0
Overcast,2288,2,78,29.86,69.1
Overcast,2288,3,78,29.85,68.0
Overcast,2288,4,78,29.84,68.0
Overcast,2288,5,81,29.84,66.9
Overcast,2288,6,81,29.86,66.9
Overcast,2288,7,78,29.87,68.0
Overcast,2288,8,78,29.88,69.1
Overcast,2288,9,76,29.88,70.0
Partly Cloudy,2288,10,71,29.89,72.0
Partly Cloudy,2288,11,68,29.89,73.0
Partly Cloudy,2288,12,66,29.88,73.9
Partly Cloudy,2288,13,66,29.88,73.9
Partly Cloudy,2288,14,66,29.88,73.9
Scattered Clouds,2288,15,64,29.86,75.0
Scattered Clouds,2288,16,66,29.84,73.9
Partly Cloudy,2288,17,71,29.83,72.0
Partly Cloudy,2288,18,73,29.81,71.1
Partly Cloudy,2288,19,75,29.82,69.1
Partly Cloudy,2288,20,78,29.83,68.0
Partly Cloudy,2288,21,81,29.85,66.9
Overcast,2288,22,81,29.88,66.9
Overcast,2288,23,81,29.89,66.9
Overcast,2288,24,81,29.88,66.9
Overcast,2289,1,81,29.89,66.9
Overcast,2289,2,81,29.87,66.9
Overcast,2289,3,81,29.87,66.9
Overcast,2289,4,78,29.87,68.0
Overcast,2289,5,78,29.87,68.0
Overcast,2289,6,78,29.88,68.0
Overcast,2289,7,78,29.89,68.0
Overcast,2289,8,78,29.91,68.0
Overcast,2289,9,73,29.92,70.0
Overcast,2289,10,76,29.92,70.0
Mostly Cloudy,2289,11,73,29.93,71.1
Mostly Cloudy,2289,12,68,29.94,73.0
Mostly Cloudy,2289,13,71,29.93,72.0
Scattered Clouds,2289,14,66,29.92,73.0
Scattered Clouds,2289,15,64,29.91,73.0
Scattered Clouds,2289,16,62,29.89,73.9
Scattered Clouds,2289,17,68,29.88,71.1
Scattered Clouds,2289,18,71,29.88,70.0
Scattered Clouds,2289,19,73,29.90,69.1
Scattered Clouds,2289,20,76,29.91,66.9
Partly Cloudy,2289,21,78,29.92,64.9
Mostly Cloudy,2289,22,78,29.95,64.9
Overcast,2289,23,78,29.96,64.9
Overcast,2289,24,78,29.96,64.9
Clear,229,1,64,30.00,57.0
Clear,229,2,64,30.00,55.9
Clear,229,3,62,29.99,55.9
Clear,229,4,67,29.98,53.6
Clear,229,5,64,29.99,54.0
Clear,229,6,64,29.98,53.1
Clear,229,7,64,29.99,54.0
Scattered Clouds,229,8,54,30.01,61.0
Scattered Clouds,229,9,58,30.01,64.9
Scattered Clouds,229,10,52,30.00,68.0
Mostly Cloudy,229,11,52,30.00,66.9
Mostly Cloudy,229,12,52,29.97,68.0
Mostly Cloudy,229,13,57,29.95,66.9
Mostly Cloudy,229,14,59,29.94,66.9
Mostly Cloudy,229,15,56,29.94,68.0
Scattered Clouds,229,16,57,29.93,66.9
Scattered Clouds,229,17,61,29.94,64.9
Partly Cloudy,229,18,61,29.94,64.9
Scattered Clouds,229,19,67,29.96,64.0
Partly Cloudy,229,20,67,29.97,63.0
Scattered Clouds,229,21,65,29.98,63.0
Partly Cloudy,229,22,70,29.99,61.0
Partly Cloudy,229,23,72,29.99,60.1
Clear,229,24,72,30.00,57.9
Overcast,2290,1,80,29.96,64.0
Overcast,2290,2,78,29.96,64.0
Overcast,2290,3,80,29.95,64.0
Overcast,2290,4,80,29.95,64.0
Overcast,2290,5,80,29.94,64.0
Overcast,2290,6,80,29.96,64.0
Overcast,2290,7,80,29.98,64.0
Overcast,2290,8,78,29.99,64.9
Overcast,2290,9,78,30.00,64.9
Mostly Cloudy,2290,10,76,30.00,66.9
Mostly Cloudy,2290,11,68,30.01,70.0
Scattered Clouds,2290,12,64,30.00,72.0
Partly Cloudy,2290,13,64,29.99,72.0
Partly Cloudy,2290,14,59,29.99,73.9
Partly Cloudy,2290,15,59,29.99,73.9
Partly Cloudy,2290,16,63,29.99,71.1
Partly Cloudy,2290,17,63,29.98,70.0
Partly Cloudy,2290,18,65,29.98,69.1
Partly Cloudy,2290,19,68,29.98,68.0
Partly Cloudy,2290,20,70,30.00,66.0
Partly Cloudy,2290,21,73,30.01,64.9
Clear,2290,22,75,30.03,64.9
Clear,2290,23,78,30.04,64.0
Partly Cloudy,2290,24,78,30.04,64.0
Overcast,2291,1,78,30.04,64.0
Overcast,2291,2,75,30.02,64.9
Overcast,2291,3,78,30.01,64.0
Overcast,2291,4,75,30.00,64.0
Overcast,2291,5,75,30.01,64.0
Overcast,2291,6,75,30.02,64.0
Overcast,2291,7,75,30.03,64.0
Overcast,2291,8,73,30.04,66.0
Overcast,2291,9,73,30.06,66.0
Overcast,2291,10,68,30.06,68.0
Mostly Cloudy,2291,11,65,30.07,69.1
Scattered Clouds,2291,12,59,30.07,72.0
Partly Cloudy,2291,13,59,30.06,72.0
Partly Cloudy,2291,14,57,30.05,73.0
Partly Cloudy,2291,15,57,30.04,73.0
Partly Cloudy,2291,16,59,30.03,72.0
Partly Cloudy,2291,17,61,30.01,71.1
Partly Cloudy,2291,18,63,30.00,71.1
Partly Cloudy,2291,19,68,30.00,69.1
Partly Cloudy,2291,20,70,30.01,66.9
Partly Cloudy,2291,21,75,30.02,64.9
Partly Cloudy,2291,22,75,30.03,64.9
Partly Cloudy,2291,23,75,30.04,64.9
Clear,2291,24,78,30.04,64.0
Mostly Cloudy,2292,1,78,30.04,64.0
Overcast,2292,2,75,30.04,64.9
Overcast,2292,3,75,30.02,64.0
Overcast,2292,4,73,30.02,64.9
Overcast,2292,5,73,30.02,64.9
Overcast,2292,6,73,30.03,64.9
Overcast,2292,7,73,30.04,64.9
Overcast,2292,8,73,30.04,66.0
Overcast,2292,9,70,30.04,66.9
Mostly Cloudy,2292,10,68,30.04,68.0
Partly Cloudy,2292,11,59,30.04,72.0
Clear,2292,12,57,30.03,73.9
Partly Cloudy,2292,13,57,30.03,75.0
Partly Cloudy,2292,14,59,30.02,73.0
Clear,2292,15,57,30.01,73.9
Clear,2292,16,59,29.99,73.0
Partly Cloudy,2292,17,61,29.98,72.0
Partly Cloudy,2292,18,61,29.97,71.1
Partly Cloudy,2292,19,65,29.97,70.0
Partly Cloudy,2292,20,70,29.97,68.0
Scattered Clouds,2292,21,73,29.99,66.9
Haze,2292,22,78,30.00,66.0
Clear,2292,23,78,30.01,66.0
Mostly Cloudy,2292,24,78,30.01,66.0
Overcast,2293,1,75,30.01,66.0
Overcast,2293,2,75,30.00,66.0
Overcast,2293,3,76,29.99,66.9
Overcast,2293,4,76,29.99,66.9
Overcast,2293,5,78,29.98,66.0
Overcast,2293,6,76,29.99,66.9
Overcast,2293,7,73,30.00,66.9
Overcast,2293,8,70,30.00,68.0
Overcast,2293,9,68,30.01,69.1
Mostly Cloudy,2293,10,57,30.01,73.0
Scattered Clouds,2293,11,59,30.01,72.0
Partly Cloudy,2293,12,54,30.00,75.9
Partly Cloudy,2293,13,55,29.99,75.0
Partly Cloudy,2293,14,57,29.97,73.9
Partly Cloudy,2293,15,55,29.97,75.0
Partly Cloudy,2293,16,55,29.95,75.0
Partly Cloudy,2293,17,59,29.95,73.0
Clear,2293,18,61,29.94,72.0
Partly Cloudy,2293,19,63,29.94,71.1
Partly Cloudy,2293,20,68,29.95,69.1
Clear,2293,21,73,29.96,68.0
Clear,2293,22,76,29.97,66.9
Clear,2293,23,78,29.98,66.0
Clear,2293,24,78,29.98,66.0
Partly Cloudy,2294,1,81,29.97,64.9
Overcast,2294,2,81,29.98,64.9
Overcast,2294,3,78,29.97,66.0
Overcast,2294,4,78,29.97,66.0
Overcast,2294,5,78,29.97,66.0
Overcast,2294,6,75,29.99,66.0
Overcast,2294,7,73,29.99,66.9
Overcast,2294,8,68,29.99,68.0
Overcast,2294,9,65,30.00,69.1
Mostly Cloudy,2294,10,61,29.99,71.1
Partly Cloudy,2294,11,59,29.99,73.0
Partly Cloudy,2294,12,57,29.99,73.9
Partly Cloudy,2294,13,55,29.98,75.0
Partly Cloudy,2294,14,55,29.97,75.0
Partly Cloudy,2294,15,57,29.97,75.0
Partly Cloudy,2294,16,59,29.96,73.9
Partly Cloudy,2294,17,64,29.94,73.0
Partly Cloudy,2294,18,68,29.93,71.1
Partly Cloudy,2294,19,73,29.93,69.1
Partly Cloudy,2294,20,73,29.94,68.0
Partly Cloudy,2294,21,76,29.94,66.9
Scattered Clouds,2294,22,78,29.96,66.0
Overcast,2294,23,78,29.97,66.0
Overcast,2294,24,78,29.96,66.0
Overcast,2295,1,78,29.95,66.0
Overcast,2295,2,78,29.94,66.0
Overcast,2295,3,75,29.93,66.0
Overcast,2295,4,73,29.93,66.9
Overcast,2295,5,73,29.94,66.9
Overcast,2295,6,75,29.94,66.0
Overcast,2295,7,75,29.96,66.0
Overcast,2295,8,73,29.97,66.9
Overcast,2295,9,70,29.99,68.0
Overcast,2295,10,63,29.98,71.1
Scattered Clouds,2295,11,64,29.98,72.0
Partly Cloudy,2295,12,59,29.97,73.9
Clear,2295,13,57,29.95,75.0
Clear,2295,14,58,29.94,75.9
Clear,2295,15,59,29.94,73.9
Clear,2295,16,57,29.93,75.0
Clear,2295,17,57,29.92,75.0
Partly Cloudy,2295,18,64,29.91,73.0
Partly Cloudy,2295,19,66,29.91,72.0
Partly Cloudy,2295,20,71,29.91,70.0
Partly Cloudy,2295,21,78,29.93,68.0
Clear,2295,22,81,29.96,66.9
Partly Cloudy,2295,23,84,29.96,66.0
Clear,2295,24,81,29.96,66.0
Overcast,2296,1,84,29.96,66.0
Overcast,2296,2,84,29.95,66.0
Overcast,2296,3,81,29.96,66.0
Overcast,2296,4,81,29.95,66.0
Overcast,2296,5,76,29.96,66.9
Overcast,2296,6,79,29.96,66.9
Overcast,2296,7,73,29.98,68.0
Overcast,2296,8,73,29.99,68.0
Overcast,2296,9,71,29.99,70.0
Overcast,2296,10,66,29.99,72.0
Scattered Clouds,2296,11,66,29.99,73.0
Partly Cloudy,2296,12,62,29.99,75.0
Partly Cloudy,2296,13,58,29.97,77.0
Partly Cloudy,2296,14,60,29.97,75.9
Clear,2296,15,60,29.95,75.9
Clear,2296,16,60,29.94,75.0
Partly Cloudy,2296,17,64,29.94,73.9
Partly Cloudy,2296,18,64,29.93,73.9
Partly Cloudy,2296,19,66,29.93,73.0
Partly Cloudy,2296,20,70,29.94,71.1
Clear,2296,21,75,29.94,69.1
Clear,2296,22,84,29.97,68.0
Partly Cloudy,2296,23,84,29.98,66.9
Clear,2296,24,87,29.98,66.0
Partly Cloudy,2297,1,87,29.99,66.0
Overcast,2297,2,87,29.99,66.0
Overcast,2297,3,87,29.98,66.0
Overcast,2297,4,84,29.98,66.0
Scattered Clouds,2297,5,84,29.98,66.0
Scattered Clouds,2297,6,84,29.99,66.0
Overcast,2297,7,84,30.01,66.0
Overcast,2297,8,81,30.03,66.9
Overcast,2297,9,75,30.04,69.1
Scattered Clouds,2297,10,70,30.03,71.1
Scattered Clouds,2297,11,64,30.03,73.9
Scattered Clouds,2297,12,60,30.01,77.0
Partly Cloudy,2297,13,60,30.01,77.0
Scattered Clouds,2297,14,62,30.01,75.0
Scattered Clouds,2297,15,60,30.00,77.0
Partly Cloudy,2297,16,62,29.99,75.0
Partly Cloudy,2297,17,62,29.96,75.9
Partly Cloudy,2297,18,68,29.96,73.0
Partly Cloudy,2297,19,73,29.95,71.1
Partly Cloudy,2297,20,75,29.96,69.1
Partly Cloudy,2297,21,81,29.96,68.0
Clear,2297,22,84,29.97,66.9
Partly Cloudy,2297,23,87,29.99,66.9
Clear,2297,24,90,29.98,66.0
Scattered Clouds,2298,1,87,29.97,66.0
Partly Cloudy,2298,2,87,29.97,66.0
Clear,2298,3,84,29.97,66.0
Overcast,2298,4,84,29.96,66.0
Overcast,2298,5,81,29.97,66.9
Overcast,2298,6,81,29.97,66.9
Overcast,2298,7,79,29.97,66.9
Overcast,2298,8,76,29.98,68.0
Scattered Clouds,2298,9,71,29.98,70.0
Partly Cloudy,2298,10,66,29.97,73.0
Clear,2298,11,62,29.96,75.0
Clear,2298,12,60,29.94,77.0
Clear,2298,13,56,29.92,78.1
Clear,2298,14,60,29.90,75.9
Clear,2298,15,58,29.88,77.0
Partly Cloudy,2298,16,62,29.87,75.9
Partly Cloudy,2298,17,66,29.86,73.9
Partly Cloudy,2298,18,64,29.86,73.0
Partly Cloudy,2298,19,66,29.86,72.0
Partly Cloudy,2298,20,73,29.86,69.1
Partly Cloudy,2298,21,76,29.86,68.0
Partly Cloudy,2298,22,76,29.87,68.0
Partly Cloudy,2298,23,76,29.87,68.0
Clear,2298,24,79,29.87,66.9
Partly Cloudy,2299,1,81,29.86,66.9
Scattered Clouds,2299,2,79,29.86,66.9
Mostly Cloudy,2299,3,79,29.85,66.9
Overcast,2299,4,79,29.86,66.9
Overcast,2299,5,79,29.86,66.9
Overcast,2299,6,73,29.88,68.0
Mostly Cloudy,2299,7,70,29.88,69.1
Mostly Cloudy,2299,8,68,29.89,70.0
Scattered Clouds,2299,9,66,29.90,71.1
Partly Cloudy,2299,10,61,29.89,73.0
Partly Cloudy,2299,11,61,29.90,73.0
Clear,2299,12,59,29.89,73.9
Clear,2299,13,57,29.88,75.0
Clear,2299,14,59,29.86,73.9
Clear,2299,15,58,29.86,75.9
Clear,2299,16,60,29.84,75.0
Clear,2299,17,64,29.83,73.0
Partly Cloudy,2299,18,68,29.83,71.1
Partly Cloudy,2299,19,71,29.84,70.0
Partly Cloudy,2299,20,73,29.85,69.1
Scattered Clouds,2299,21,78,29.86,68.0
Clear,2299,22,81,29.89,66.9
Clear,2299,23,81,29.89,66.9
Overcast,2299,24,79,29.90,66.9
Clear,23,1,83,29.92,57.0
Clear,23,2,81,29.93,57.9
Clear,23,3,77,29.90,55.9
Scattered Clouds,23,4,77,29.91,55.9
Clear,23,5,80,29.91,55.0
Scattered Clouds,23,6,80,29.91,54.0
Scattered Clouds,23,7,83,29.91,53.1
Partly Cloudy,23,8,77,29.91,57.0
Partly Cloudy,23,9,70,29.90,61.0
Scattered Clouds,23,10,65,29.89,64.9
Partly Cloudy,23,11,70,29.91,64.9
Partly Cloudy,23,12,61,29.91,69.1
Partly Cloudy,23,13,61,29.91,68.0
Partly Cloudy,23,14,51,29.89,70.0
Scattered Clouds,23,15,53,29.88,71.1
Scattered Clouds,23,16,61,29.87,68.0
Mostly Cloudy,23,17,65,29.90,64.9
Overcast,23,18,72,29.94,62.6
Overcast,23,19,75,29.96,61.0
Overcast,23,20,72,29.96,61.0
Overcast,23,21,75,29.97,60.1
Overcast,23,22,72,29.97,61.0
Overcast,23,23,72,29.92,61.0
Clear,23,24,75,29.91,60.1
Clear,230,1,72,30.01,57.0
Clear,230,2,69,30.01,57.0
Clear,230,3,72,30.03,55.9
Clear,230,4,72,30.04,55.0
Clear,230,5,72,30.06,54.0
Clear,230,6,69,30.07,54.0
Clear,230,7,24,30.11,66.0
Scattered Clouds,230,8,18,30.14,69.1
Partly Cloudy,230,9,17,30.16,72.0
Partly Cloudy,230,10,16,30.17,75.0
Partly Cloudy,230,11,14,30.15,75.9
Partly Cloudy,230,12,13,30.15,78.1
Clear,230,13,12,30.16,78.1
Partly Cloudy,230,14,12,30.17,79.0
Clear,230,15,11,30.17,80.1
Partly Cloudy,230,16,11,30.18,78.1
Partly Cloudy,230,17,11,30.19,75.9
Partly Cloudy,230,18,12,30.21,75.0
Partly Cloudy,230,19,12,30.24,73.0
Partly Cloudy,230,20,13,30.25,72.0
Clear,230,21,12,30.26,73.0
Clear,230,22,12,30.28,73.0
Clear,230,23,12,30.28,72.0
Clear,230,24,12,30.28,72.0
Partly Cloudy,2300,1,78,29.90,66.0
Partly Cloudy,2300,2,78,29.90,66.0
Overcast,2300,3,78,29.90,66.0
Overcast,2300,4,76,29.89,66.9
Overcast,2300,5,73,29.90,66.9
Overcast,2300,6,73,29.91,66.9
Mostly Cloudy,2300,7,73,29.93,66.9
Overcast,2300,8,70,29.94,68.0
Partly Cloudy,2300,9,63,29.94,70.0
Partly Cloudy,2300,10,59,29.94,73.0
Partly Cloudy,2300,11,59,29.94,73.9
Partly Cloudy,2300,12,59,29.94,73.9
Partly Cloudy,2300,13,58,29.93,75.9
Partly Cloudy,2300,14,58,29.91,75.9
Partly Cloudy,2300,15,60,29.90,75.9
Partly Cloudy,2300,16,62,29.89,75.0
Partly Cloudy,2300,17,64,29.88,73.9
Partly Cloudy,2300,18,66,29.87,73.0
Partly Cloudy,2300,19,66,29.88,72.0
Clear,2300,20,73,29.88,70.0
Clear,2300,21,75,29.90,69.1
Partly Cloudy,2300,22,81,29.92,68.0
Overcast,2300,23,84,29.92,66.9
Overcast,2300,24,84,29.92,66.9
Overcast,2301,1,81,29.92,68.0
Overcast,2301,2,84,29.92,66.9
Overcast,2301,3,84,29.92,66.9
Overcast,2301,4,81,29.92,66.9
Overcast,2301,5,79,29.93,66.9
Overcast,2301,6,76,29.95,68.0
Overcast,2301,7,76,29.96,68.0
Mostly Cloudy,2301,8,73,29.97,69.1
Scattered Clouds,2301,9,70,29.98,71.1
Partly Cloudy,2301,10,64,29.98,73.9
Partly Cloudy,2301,11,64,29.97,73.9
Clear,2301,12,60,29.96,75.9
Clear,2301,13,56,29.95,78.1
Clear,2301,14,56,29.95,79.0
Clear,2301,15,62,29.94,75.9
Partly Cloudy,2301,16,60,29.94,75.9
Partly Cloudy,2301,17,64,29.94,75.0
Partly Cloudy,2301,18,66,29.92,73.9
Partly Cloudy,2301,19,66,29.92,73.9
Partly Cloudy,2301,20,73,29.93,71.1
Partly Cloudy,2301,21,78,29.94,70.0
Partly Cloudy,2301,22,81,29.96,69.1
Partly Cloudy,2301,23,81,29.96,69.1
Clear,2301,24,84,29.96,68.0
Mostly Cloudy,2302,1,87,29.96,66.9
Overcast,2302,2,87,29.96,66.9
Overcast,2302,3,87,29.96,66.9
Overcast,2302,4,87,29.97,66.9
Overcast,2302,5,84,29.98,66.9
Overcast,2302,6,84,29.99,66.9
Overcast,2302,7,84,30.00,66.9
Overcast,2302,8,81,30.01,68.0
Mostly Cloudy,2302,9,76,30.01,70.0
Partly Cloudy,2302,10,71,30.02,72.0
Partly Cloudy,2302,11,62,30.02,77.0
Partly Cloudy,2302,12,64,30.01,75.9
Partly Cloudy,2302,13,66,30.00,75.0
Partly Cloudy,2302,14,62,29.99,77.0
Partly Cloudy,2302,15,62,29.98,75.9
Partly Cloudy,2302,16,64,29.96,75.0
Clear,2302,17,62,29.94,75.9
Clear,2302,18,66,29.92,73.0
Clear,2302,19,66,29.91,73.0
Partly Cloudy,2302,20,73,29.92,70.0
Clear,2302,21,78,29.93,68.0
Clear,2302,22,78,29.94,68.0
Partly Cloudy,2302,23,81,29.95,66.9
Clear,2302,24,81,29.95,66.9
Clear,2303,1,84,29.95,66.9
Clear,2303,2,84,29.95,66.9
Clear,2303,3,84,29.95,66.0
Partly Cloudy,2303,4,87,29.96,66.0
Overcast,2303,5,84,29.96,66.0
Overcast,2303,6,87,29.98,66.0
Overcast,2303,7,84,29.99,66.9
Overcast,2303,8,78,30.01,68.0
Overcast,2303,9,78,29.99,68.0
Overcast,2303,10,73,29.99,70.0
Partly Cloudy,2303,11,68,29.98,73.0
Partly Cloudy,2303,12,60,29.96,77.0
Partly Cloudy,2303,13,60,29.95,77.0
Clear,2303,14,62,29.93,75.9
Clear,2303,15,56,29.92,78.1
Clear,2303,16,60,29.91,75.9
Partly Cloudy,2303,17,64,29.89,73.9
Clear,2303,18,64,29.88,73.0
Clear,2303,19,64,29.87,73.0
Partly Cloudy,2303,20,73,29.88,70.0
Clear,2303,21,75,29.89,69.1
Clear,2303,22,78,29.91,68.0
Partly Cloudy,2303,23,84,29.93,66.0
Clear,2303,24,84,29.93,66.0
Mostly Cloudy,2304,1,87,29.92,66.0
Overcast,2304,2,81,29.93,66.9
Overcast,2304,3,81,29.92,66.9
Overcast,2304,4,81,29.91,66.9
Overcast,2304,5,81,29.92,66.0
Overcast,2304,6,81,29.93,66.9
Overcast,2304,7,81,29.93,66.9
Overcast,2304,8,78,29.94,68.0
Overcast,2304,9,75,29.95,69.1
Mostly Cloudy,2304,10,70,29.96,71.1
Scattered Clouds,2304,11,66,29.95,73.9
Partly Cloudy,2304,12,62,29.94,75.0
Clear,2304,13,58,29.92,77.0
Partly Cloudy,2304,14,56,29.91,77.0
Clear,2304,15,60,29.90,75.0
Partly Cloudy,2304,16,60,29.89,75.0
Partly Cloudy,2304,17,60,29.87,75.0
Partly Cloudy,2304,18,64,29.86,73.0
Partly Cloudy,2304,19,66,29.87,72.0
Partly Cloudy,2304,20,73,29.88,69.1
Partly Cloudy,2304,21,79,29.89,66.9
Partly Cloudy,2304,22,79,29.91,66.9
Scattered Clouds,2304,23,81,29.91,66.0
Clear,2304,24,81,29.91,66.0
Partly Cloudy,2305,1,84,29.91,64.9
Overcast,2305,2,81,29.91,66.0
Overcast,2305,3,79,29.91,66.9
Overcast,2305,4,79,29.91,66.9
Overcast,2305,5,79,29.90,66.9
Overcast,2305,6,78,29.90,66.0
Overcast,2305,7,76,29.91,66.9
Mostly Cloudy,2305,8,76,29.94,68.0
Partly Cloudy,2305,9,68,29.95,70.0
Clear,2305,10,66,29.96,72.0
Clear,2305,11,62,29.96,73.9
Clear,2305,12,60,29.96,75.0
Clear,2305,13,60,29.96,75.0
Clear,2305,14,56,29.95,75.9
Clear,2305,15,58,29.94,75.9
Clear,2305,16,62,29.94,73.9
Clear,2305,17,62,29.94,73.9
Partly Cloudy,2305,18,66,29.94,72.0
Partly Cloudy,2305,19,66,29.94,71.1
Partly Cloudy,2305,20,70,29.95,69.1
Partly Cloudy,2305,21,76,29.97,66.9
Partly Cloudy,2305,22,78,29.99,66.0
Mostly Cloudy,2305,23,78,30.01,66.0
Overcast,2305,24,81,30.01,66.0
Mostly Cloudy,2306,1,79,30.00,66.9
Overcast,2306,2,76,29.99,66.9
Overcast,2306,3,76,29.99,68.0
Overcast,2306,4,76,29.99,68.0
Overcast,2306,5,76,30.00,68.0
Mostly Cloudy,2306,6,76,30.01,68.0
Mostly Cloudy,2306,7,76,30.01,68.0
Mostly Cloudy,2306,8,73,30.02,69.1
Scattered Clouds,2306,9,70,30.02,71.1
Partly Cloudy,2306,10,64,30.02,73.9
Partly Cloudy,2306,11,62,30.02,75.0
Clear,2306,12,60,30.02,75.9
Clear,2306,13,60,30.02,75.9
Partly Cloudy,2306,14,58,30.01,77.0
Partly Cloudy,2306,15,56,29.99,77.0
Partly Cloudy,2306,16,58,29.98,75.9
Partly Cloudy,2306,17,62,29.97,75.0
Partly Cloudy,2306,18,64,29.97,73.9
Partly Cloudy,2306,19,66,29.96,73.0
Partly Cloudy,2306,20,73,29.98,71.1
Scattered Clouds,2306,21,78,30.00,69.1
Clear,2306,22,81,30.01,68.0
Clear,2306,23,81,30.02,66.9
Clear,2306,24,84,30.02,66.9
Clear,231,1,14,30.26,70.0
Clear,231,2,19,30.27,64.9
Clear,231,3,22,30.27,62.1
Clear,231,4,28,30.27,59.0
Clear,231,5,28,30.28,59.0
Clear,231,6,36,30.28,55.4
Clear,231,7,32,30.30,57.9
Clear,231,8,24,30.31,64.9
Clear,231,9,21,30.30,72.0
Clear,231,10,13,30.29,78.1
Clear,231,11,10,30.28,80.1
Clear,231,12,10,30.25,81.0
Partly Cloudy,231,13,9,30.23,80.1
Scattered Clouds,231,14,9,30.21,80.6
Partly Cloudy,231,15,10,30.20,78.1
Clear,231,16,13,30.20,75.9
Clear,231,17,19,30.21,71.1
Clear,231,18,32,30.21,66.2
Clear,231,19,43,30.21,66.0
Clear,231,20,50,30.21,64.0
Clear,231,21,50,30.21,62.1
Clear,231,22,32,30.19,62.6
Clear,231,23,35,30.18,60.1
Clear,231,24,41,30.18,57.9
Clear,2319,1,84,29.88,70.0
Clear,2319,2,84,29.87,70.0
Clear,2319,3,84,29.87,70.0
Mostly Cloudy,2319,4,84,29.87,70.0
Mostly Cloudy,2319,5,84,29.86,70.0
Partly Cloudy,2319,6,87,29.88,69.1
Overcast,2319,7,84,29.91,70.0
Mostly Cloudy,2319,8,78,29.92,72.0
Mostly Cloudy,2319,9,73,29.93,73.9
Partly Cloudy,2319,10,73,29.92,75.0
Clear,2319,11,66,29.92,78.1
Clear,2319,12,62,29.91,79.0
Partly Cloudy,2319,13,62,29.90,79.0
Partly Cloudy,2319,14,64,29.90,78.1
Partly Cloudy,2319,15,66,29.89,77.0
Scattered Clouds,2319,16,64,29.88,77.0
Scattered Clouds,2319,17,67,29.87,75.9
Scattered Clouds,2319,18,68,29.87,73.9
Scattered Clouds,2319,19,73,29.87,73.0
Partly Cloudy,2319,20,78,29.88,72.0
Partly Cloudy,2319,21,81,29.90,71.1
Partly Cloudy,2319,22,84,29.92,70.0
Partly Cloudy,2319,23,81,29.92,70.0
Clear,2319,24,81,29.92,70.0
Clear,232,1,44,30.17,55.9
Clear,232,2,44,30.17,55.9
Clear,232,3,47,30.15,55.0
Clear,232,4,52,30.14,53.1
Clear,232,5,52,30.14,53.1
Clear,232,6,52,30.14,53.1
Clear,232,7,51,30.14,54.0
Clear,232,8,47,30.15,60.1
Clear,232,9,40,30.15,69.1
Clear,232,10,33,30.14,75.0
Clear,232,11,29,30.11,78.1
Clear,232,12,20,30.09,80.1
Clear,232,13,16,30.07,80.1
Partly Cloudy,232,14,17,30.04,82.9
Scattered Clouds,232,15,12,30.03,81.0
Scattered Clouds,232,16,19,30.02,80.1
Scattered Clouds,232,17,26,30.02,73.9
Partly Cloudy,232,18,32,30.03,70.0
Partly Cloudy,232,19,28,30.03,71.1
Partly Cloudy,232,20,30,30.03,68.0
Partly Cloudy,232,21,37,30.02,64.0
Partly Cloudy,232,22,37,30.04,64.0
Scattered Clouds,232,23,45,30.02,60.8
Clear,232,24,48,30.02,62.1
Overcast,2322,1,81,30.00,69.1
Scattered Clouds,2322,2,81,29.99,69.1
Mostly Cloudy,2322,3,81,29.97,69.1
Overcast,2322,4,81,29.97,69.1
Overcast,2322,5,84,29.96,69.1
Overcast,2322,6,78,29.97,70.0
Overcast,2322,7,78,29.98,70.0
Overcast,2322,8,78,29.98,70.0
Mostly Cloudy,2322,9,75,29.99,71.1
Scattered Clouds,2322,10,68,29.98,73.9
Partly Cloudy,2322,11,64,29.98,77.0
Scattered Clouds,2322,12,62,29.97,77.0
Scattered Clouds,2322,13,64,29.97,75.9
Scattered Clouds,2322,14,58,29.95,79.0
Scattered Clouds,2322,15,62,29.94,77.0
Scattered Clouds,2322,16,64,29.92,75.9
Scattered Clouds,2322,17,69,29.91,75.0
Scattered Clouds,2322,18,71,29.91,73.9
Partly Cloudy,2322,19,73,29.90,72.0
Scattered Clouds,2322,20,75,29.92,71.1
Mostly Cloudy,2322,21,78,29.93,70.0
Mostly Cloudy,2322,22,78,29.94,70.0
Scattered Clouds,2322,23,76,29.94,70.0
Scattered Clouds,2322,24,76,29.93,70.0
Mostly Cloudy,2323,1,78,29.92,69.1
Overcast,2323,2,78,29.91,68.0
Mostly Cloudy,2323,3,78,29.91,68.0
Clear,2323,4,76,29.90,68.0
Overcast,2323,5,78,29.91,68.0
Mostly Cloudy,2323,6,78,29.92,68.0
